NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
Torrey Craig,Pho,F,31.31,27,20.8,43.4,15,14.3,17,0.706,64,0.641,96,0.323,0.547,0.558,6.9,4.3,11,1.2,7.5,0.81,0.63,1.04,6.3,106.8,100.1
Jae Crowder,Pho,F,31.77,67,28.1,58.6,14.6,8.6,90,0.789,179,0.503,365,0.348,0.516,0.541,9.4,5.3,10.1,1.9,8.3,1.42,0.45,0.82,6.5,108.9,99.9
Jarrett Culver,Mem,G-F,23.14,37,9.1,19,20.6,11.8,34,0.471,88,0.443,47,0.255,0.422,0.433,3.5,1.3,7.4,0.9,13,0.54,0.14,0.54,7,92.9,100
Jarron Cumberland,Por,G,24.55,3,4.1,8.5,7,0,0,0,1,1,1,0,0.5,0.5,0.7,1,13.4,0.3,11.3,0,0,0,5.8,137.6,104.2
Cade Cunningham,Det,G,20.54,64,32.6,68,27.5,17.5,168,0.845,668,0.472,363,0.314,0.471,0.504,17.4,5.5,9.2,5.6,29.1,1.22,0.67,3.66,10,96.2,107.1
Seth Curry,Phi,G,31.63,45,34.8,72.5,18.5,13,73,0.877,278,0.561,250,0.4,0.58,0.603,15,3.4,5.4,4,17.7,0.8,0.24,1.87,6.8,113.6,109.6
Seth Curry,Bro,G,31.63,19,29.9,62.3,18.5,10.2,21,0.857,87,0.529,124,0.468,0.63,0.645,14.9,2.6,4.7,2.6,12.5,0.95,0.16,1.32,6.2,120.5,110
Stephen Curry,Gol,G,34.07,64,34.6,72,30.8,13.2,298,0.923,474,0.527,750,0.38,0.554,0.601,25.5,5.2,8.2,6.3,30.4,1.33,0.36,3.22,10.9,115,104.9
Anthony Davis,Lal,F-C,29.09,40,35.1,73.1,27.1,9.3,244,0.713,625,0.571,70,0.186,0.542,0.578,23.2,9.9,15,3.1,14.7,1.23,2.25,2.05,10.2,115.5,107.6
Ed Davis,Cle,C-F,32.85,31,6.5,13.5,6,18.4,14,0.429,16,0.688,0,0,0.688,0.632,0.9,2.1,17.6,0.2,4.5,0.1,0.29,0.16,4.4,128,92.3
Terence Davis,Sac,G,24.9,30,17.9,37.2,25.6,10.3,44,0.818,118,0.542,149,0.329,0.515,0.543,10.4,3.1,9.5,1.3,11.9,0.83,0.37,1.1,7.8,103.1,103.3
Gabriel Deck,Okc,F,27.17,7,7.9,16.5,12.4,12.5,0,0,10,0.6,4,0.5,0.643,0.643,2.6,0.9,5.5,0.7,13.9,0.14,0,0.29,6,121,115.1
Dewayne Dedmon,Mia,C,32.66,67,15.9,33.1,16.9,17.3,100,0.75,243,0.597,47,0.404,0.598,0.632,6.3,5.7,20.5,0.7,6.7,0.36,0.63,1.04,7.4,117.9,90.6
Sam Dekker,Tor,F,27.93,1,0.9,1.9,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,
Javin DeLaurier,Mil,C,20,1,2.8,5.8,0,,0,0,0,0,0,0,,,0,1,18.9,0,0,1,0,0,0,,
DeMar DeRozan,Chi,G-F,32.68,76,36.1,75.2,31.8,9.2,593,0.877,1393,0.52,142,0.352,0.521,0.59,27.9,5.2,8,4.9,23.3,0.89,0.32,2.38,9.9,117.4,110.9
Mamadi Diakite,Okc,F,25.22,13,14.4,30.1,13.3,10.4,11,0.545,42,0.595,5,0,0.532,0.54,4.3,4.5,15.9,0.2,1.6,0.38,0.69,0.46,4.4,110.1,94.9
Cheick Diallo,Det,F-C,25.57,3,10.2,21.3,16.3,8.6,6,0.833,8,0.375,0,0,0.375,0.517,3.7,4,21.2,0,0,0.33,0,0.33,0,115.7,92.6
Hamidou Diallo,Det,G,23.7,58,21.9,45.6,21.8,9,140,0.65,433,0.55,93,0.247,0.518,0.541,11,4.8,11.8,1.3,9.8,1.22,0.29,1,7.5,107.4,103.4
Gorgui Dieng,Atl,C,32.23,44,8.4,17.6,16.9,13.9,26,0.731,44,0.545,68,0.426,0.603,0.624,3.5,2.8,17.8,0.8,12.7,0.25,0.3,0.45,9.5,124.4,99.8
Spencer Dinwiddie,Was,G,29.01,44,30.2,63,21,11.6,143,0.811,266,0.432,226,0.31,0.447,0.501,12.6,4.7,8.6,5.8,27.5,0.61,0.16,1.66,9.3,108.8,109.9
Spencer Dinwiddie,Dal,G,29.01,23,28.3,58.9,22.3,9.6,109,0.725,139,0.568,104,0.404,0.584,0.624,15.8,3.2,6.2,3.9,22,0.74,0.26,1.35,8.2,124.3,106.6
Donte DiVincenzo,Mil,G,25.19,17,20.1,41.8,19.8,17.7,27,0.852,44,0.409,74,0.284,0.419,0.47,7.2,3.5,9.3,1.7,11.3,0.65,0.18,1.65,7,93.9,107.3
Donte DiVincenzo,Sac,G,25.19,25,26.6,55.4,18.5,15.4,56,0.839,74,0.351,144,0.368,0.484,0.532,10.3,4.4,9,3.6,18.6,1.48,0.2,1.76,8.2,106.5,110.4
Luka Doncic,Dal,F-G,23.12,65,35.4,73.7,37.4,15.3,489,0.744,834,0.528,569,0.353,0.529,0.571,28.4,9.1,14.3,8.7,46,1.15,0.55,4.49,14.8,110.7,102.7
Luguentz Dort,Okc,G,22.98,51,32.7,68,23.3,9.8,191,0.843,335,0.487,391,0.332,0.493,0.541,17.2,4.2,6.5,1.7,8.6,0.9,0.35,1.73,6.1,104.5,108
Ayo Dosunmu,Chi,G,22.23,77,27.4,57.1,14.1,15.9,78,0.679,349,0.596,186,0.376,0.585,0.596,8.8,2.8,5.7,3.3,16.5,0.79,0.38,1.4,6.3,112.6,109.1
Damyean Dotson,Nyk,G,27.93,2,10.3,21.5,8.5,0,0,0,3,0.667,1,0,0.5,0.5,2,1,5.2,0.5,7.1,0,0,0,3.9,113.5,117.4
Devon Dotson,Chi,G,22.69,11,7.7,16.1,16.5,15.6,9,0.556,14,0.643,9,0.222,0.522,0.538,2.6,0.8,5.9,1.4,23.9,0.09,0,0.45,7.4,109.4,105.4
Sekou Doumbouya,Lal,F,21.3,2,8.2,17.1,30.9,17,4,0.75,6,0.667,2,0.5,0.688,0.717,7,3,19.6,0,0,1.5,1,1,0,118.4,98.5
Jeff Dowtin,Gol,G,24.92,4,6.9,14.4,11,14.3,0,0,5,0.6,1,0,0.5,0.5,1.5,1.8,13.7,0.8,14.8,0,0.25,0.25,7.5,109,103.5
Jeff Dowtin,Mil,G,24.92,1,3,6.3,14.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
Jeff Dowtin,Orl,G,24.92,4,19.3,40.3,13.4,16.8,2,1,12,0.333,7,0.143,0.289,0.327,3.3,2.8,7.5,1.8,12.4,1.25,0,1,5.3,85.2,112.9
P.J. Dozier,Den,G-F,25.46,18,18.9,39.4,15.2,11,13,0.769,51,0.412,48,0.313,0.439,0.463,5.4,3.5,10.3,1.6,11.3,0.61,0.33,0.72,6.6,100.5,104.8
Goran Dragic,Tor,G,35.93,5,18,37.4,18.8,2.5,10,1,20,0.45,14,0.286,0.441,0.521,8,2.8,8.4,1.8,14.4,1,0.2,0.2,7.6,122.2,103.6
Goran Dragic,Bro,G,35.93,16,25.5,53.1,16.9,20.6,23,0.739,68,0.471,49,0.245,0.427,0.46,7.3,3.2,6.8,4.8,24.7,0.88,0.19,2.06,7.6,97.6,108.3
Andre Drummond,Phi,C,28.67,49,18.4,38.4,17.6,22.4,82,0.512,236,0.542,2,0,0.538,0.544,6.1,8.8,26.8,2,16,1.16,0.92,1.61,10.3,111.9,92.2
Andre Drummond,Bro,C,28.67,24,22.3,46.4,21.5,13.5,82,0.537,194,0.613,1,0,0.61,0.61,11.8,10.3,25.3,1.4,9.8,0.88,1,1.5,9.9,122.8,97.1
Chris Duarte,Ind,G,24.83,55,28,58.4,21.1,11.8,112,0.804,366,0.475,255,0.369,0.507,0.537,13.1,4.1,8.2,2.1,10.9,1.02,0.18,1.64,6.9,104.4,113.7
David Duke Jr.,Bro,G,22.49,22,15.5,32.3,15.9,7.1,21,0.81,71,0.423,37,0.243,0.403,0.444,4.7,3,10.7,0.8,6.6,0.64,0.32,0.41,5.8,104.7,105.9
Kris Dunn,Por,G,28.07,14,24,50.1,18.3,22.5,18,0.944,91,0.473,11,0.091,0.436,0.482,7.6,3.5,8,5.6,35,1.64,0.21,2.29,8.8,100.8,106.6
Kevin Durant,Bro,F,33.53,55,37.2,77.6,31.2,12.9,409,0.91,815,0.568,300,0.383,0.57,0.634,29.9,7.4,10.8,6.4,29.1,0.87,0.95,3.47,12.1,120.6,110.1
Jaime Echenique,Was,C,24.96,1,3.1,6.5,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,
Anthony Edwards,Min,G,20.68,72,34.3,71.4,26.4,12.3,280,0.786,642,0.52,602,0.357,0.528,0.561,21.3,4.8,7.4,3.8,17.4,1.46,0.64,2.65,8.5,108,109.7
Carsen Edwards,Det,G,24.08,4,19.8,41.3,19.2,14.1,1,1,14,0.357,16,0.25,0.367,0.378,5.8,1.5,4.1,3.5,26.1,0.5,0,1.25,6.3,87.4,115.8
Kessler Edwards,Bro,F,21.67,48,20.6,42.9,13.8,13.2,19,0.842,131,0.473,136,0.353,0.502,0.516,5.9,3.6,9.5,0.6,4.1,0.6,0.5,0.88,4.5,100.4,108
Rob Edwards,Okc,G,25.22,2,5.5,11.4,19.8,20,0,0,0,0,4,0.25,0.375,0.375,1.5,1.5,14.1,0,0,0,0,0.5,0,59.8,114.6
CJ Elleby,Por,F-G,21.82,58,20.2,42.2,14.8,14,84,0.714,182,0.462,126,0.294,0.453,0.491,5.8,3.9,10.6,1.5,10.6,0.6,0.33,0.97,6.4,102.8,110.2
Wayne Ellington,Lal,G,34.37,43,18.8,39.3,13.9,7.3,11,0.818,26,0.615,211,0.389,0.586,0.593,6.7,1.8,5.1,0.7,5,0.53,0.12,0.44,4.3,113.4,113.6
Joel Embiid,Phi,C-F,28.07,68,33.8,70.4,37.2,11.3,803,0.814,1083,0.529,251,0.371,0.534,0.616,30.6,11.7,19.4,4.2,23.6,1.13,1.47,3.15,13.6,119.8,101.5
James Ennis III,Bro,F,31.78,2,6.9,14.3,22,0,0,0,5,0.2,2,0.5,0.357,0.357,2.5,2.5,19.9,0,0,0.5,0.5,0,0,93.1,112.1
James Ennis III,Lac,F,31.78,2,14.1,29.3,21.5,7.3,4,1,7,0.714,4,0.5,0.727,0.784,10,2.5,9.3,0,0,0.5,0.5,0.5,0,145.4,99.1
James Ennis III,Den,F,31.78,3,4.6,9.7,23.5,13.4,1,0,4,0.5,2,0,0.333,0.311,1.3,0.7,8,1,30,0,0,0.33,8.4,82.7,111.7
Drew Eubanks,San,F-C,25.19,49,12.1,25.3,17,19.2,79,0.747,151,0.55,8,0.125,0.531,0.588,4.7,4,17.3,1,11.2,0.27,0.61,0.94,8.8,113.6,103.3
Drew Eubanks,Por,F-C,25.19,22,29.5,61.6,18,13,51,0.784,197,0.675,15,0.267,0.656,0.678,14.5,8.5,15.7,1.6,9.1,0.82,0.45,1.59,7.9,128.1,109.6
Tacko Fall,Cle,C,26.34,11,5.3,11.1,13.6,16.6,7,0.286,12,0.417,0,0,0.417,0.398,1.1,2.1,21.6,0.2,4.6,0,0.55,0.27,5.8,92.2,104.9
Derrick Favors,Okc,F,30.74,39,16.7,34.9,13.4,4.5,25,0.64,166,0.554,16,0.125,0.522,0.534,5.3,4.7,14.5,0.6,5.9,0.44,0.31,0.23,5.9,119.1,104.8
Bruno Fernando,Bos,F-C,23.66,20,2.9,6.1,16,23.6,5,0.8,13,0.462,1,1,0.536,0.586,1,0.8,13.9,0.2,9.6,0,0.15,0.25,7.5,,
Bruno Fernando,Hou,F-C,23.66,10,9.4,19.6,26.2,15.4,19,0.579,40,0.725,1,0,0.707,0.699,6.9,4,23.3,0.3,6.2,0.1,0.8,0.9,8.6,119.4,96.1
Dorian Finney-Smith,Dal,F,28.94,80,33,68.8,13.8,9.9,83,0.675,257,0.599,435,0.395,0.595,0.604,11,4.7,7.9,1.9,8.2,1.1,0.49,1,5.6,120.2,105.8
Malik Fitts,Uta,F,20,7,5,10.4,13.7,18.2,0,0,5,0,4,0.5,0.333,0.333,0.9,1.4,15.7,0,0,0,0,0.29,0,57.2,102.3
Malik Fitts,Bos,F,20,8,3.5,7.3,15.8,0,0,0,4,0.75,6,0.5,0.75,0.75,1.9,0.9,13.6,0.6,28.7,0,0,0,11.5,,
Malachi Flynn,Tor,G,23.92,44,12.2,25.4,16.5,6.3,24,0.625,93,0.452,90,0.333,0.475,0.488,4.3,1.4,6.4,1.6,18.5,0.45,0.09,0.3,7,112.8,106.4
Bryn Forbes,San,G,28.72,40,16.9,35.2,21.9,9.4,49,0.898,145,0.448,151,0.417,0.539,0.572,9.1,1.6,4.9,1,8.6,0.43,0.08,0.83,5.8,107.2,111.7
Bryn Forbes,Den,G,28.72,35,17.4,36.3,20.3,8.1,38,0.921,99,0.444,144,0.41,0.545,0.578,8.6,0.9,2.7,1,8,0.23,0.06,0.66,4.5,110,110
Aleem Ford,Orl,F,20,5,14.7,30.6,14.1,16.7,0,0,5,0.8,15,0.133,0.35,0.35,2.8,3,10.8,0.4,3.8,0.2,0,0.8,4.1,67.4,106.1
Trent Forrest,Uta,G,23.83,60,12.8,26.6,12.8,21.4,48,0.792,128,0.555,27,0.185,0.506,0.554,3.3,1.7,7.1,1.8,18.6,0.5,0.1,0.8,6.8,111.7,108.2
Evan Fournier,Nyk,G-F,29.45,80,29.5,61.4,20.8,9.4,113,0.708,346,0.465,619,0.389,0.541,0.554,14.1,2.6,4.7,2.1,11.9,0.99,0.25,1.31,5.8,108.8,107.2
De'Aaron Fox,Sac,G,24.31,59,35.3,73.6,29.1,11.9,348,0.75,843,0.524,249,0.297,0.506,0.549,23.2,3.9,6,5.6,26.8,1.15,0.42,2.85,9,107.4,110.8
Melvin Frazier Jr.,Okc,G-F,25.61,3,39.9,83.1,19.5,5.5,7,0.714,27,0.444,21,0.048,0.281,0.313,10.7,4.3,5.6,0.3,1.2,0.33,0,1,2.4,69.9,112.9
Tim Frazier,Orl,G,31.44,10,20,41.6,13,21.7,9,0.556,26,0.269,17,0.353,0.372,0.394,3.7,1.9,5,3.3,22.7,0.3,0.1,1.3,5.7,89.2,106.3
Tim Frazier,Cle,G,31.44,2,4.1,8.4,21.8,50,0,0,2,0.5,0,0,0.5,0.5,1,0,0,0.5,17.6,0,0,1,0,57.3,77.9
Enes Freedom,Bos,C,29.89,35,11.8,24.5,13.8,15.5,28,0.857,92,0.533,5,0.4,0.536,0.585,3.7,4.6,21,0.2,2.7,0.14,0.4,0.57,5.1,122.4,97.6
Markelle Fultz,Orl,G,23.87,18,20,41.6,27.5,17.5,31,0.806,158,0.5,17,0.235,0.486,0.517,10.8,2.7,7.2,5.5,48.9,1.11,0.28,2.22,10.9,102.7,108.8
Wenyen Gabriel,Bro,F,25.04,1,1.3,2.7,0,,0,0,0,0,0,0,,,0,1,41.9,0,0,0,0,0,0,,
Wenyen Gabriel,Lac,F,25.04,6,7.7,16.1,16.9,16.9,4,0.5,8,0.375,5,0.4,0.462,0.474,2.3,2.3,15.8,0.3,6,0.17,0.33,0.5,6.1,98.2,86.5
Wenyen Gabriel,Lal,F,25.04,19,16.4,34.1,17.5,10.3,38,0.605,74,0.581,23,0.261,0.536,0.558,6.7,4.3,14.1,0.6,5.5,0.21,0.47,0.68,6.3,116.3,98.1
Daniel Gafford,Was,F-C,23.53,72,20.1,41.8,16.7,12,153,0.699,409,0.697,1,0,0.695,0.709,9.4,5.7,15.6,0.9,7.3,0.42,1.38,0.9,7.2,136.2,104.2
Danilo Gallinari,Atl,F,33.67,66,25.3,52.8,18.4,5.4,156,0.904,303,0.485,294,0.381,0.528,0.579,11.7,4.7,10.1,1.5,8.5,0.42,0.18,0.58,6.9,119.8,112.1
Langston Galloway,Bro,G,30.34,4,14.6,30.3,13.3,27.8,0,0,5,0.6,8,0.25,0.462,0.462,3,2,7.5,1.3,10.9,0,0,1.25,5.4,80.4,110.1
Langston Galloway,Mil,G,30.34,3,16.2,33.7,12.3,7.1,0,0,5,0.2,8,0,0.077,0.077,0.7,3.3,10.9,2.3,17,0.33,0,0.33,4.3,56.4,110.7
Darius Garland,Cle,G,22.21,68,35.7,74.4,27.8,16.2,241,0.892,719,0.512,454,0.383,0.536,0.576,21.7,3.3,5.1,8.6,39.9,1.31,0.1,3.65,9.5,112.5,109.3
Marcus Garrett,Mia,G,23.42,12,10.7,22.3,8.8,7.9,5,0.4,17,0.235,4,0.25,0.262,0.28,1.1,1.9,10.2,0.6,7,0.42,0.25,0.17,4,90.2,98.7
Usman Garuba,Hou,F,20.09,24,10,20.8,9.4,11.3,7,0.714,24,0.583,20,0.25,0.489,0.51,2,3.5,19,0.7,9.6,0.42,0.46,0.25,6.8,120.6,103.8
Luka Garza,Det,C,23.29,32,12.2,25.3,21.2,9.4,61,0.623,98,0.51,49,0.327,0.503,0.535,5.8,3.1,13.9,0.6,8.3,0.28,0.19,0.56,7.2,114.6,103.9
Rudy Gay,Uta,F-G,35.65,55,18.9,39.3,19.3,10.2,79,0.785,176,0.494,203,0.345,0.507,0.539,8.1,4.4,12.7,1,7.8,0.45,0.35,0.85,7,110.7,103.1
Paul George,Lac,F,31.94,31,34.8,72.4,33.8,15.2,148,0.858,379,0.467,257,0.354,0.493,0.538,24.3,6.9,10.4,5.7,28.1,2.16,0.42,4.06,11.3,100.3,103.2
Taj Gibson,Nyk,F,36.8,52,18.2,37.9,10,12.5,52,0.808,128,0.555,38,0.395,0.563,0.606,4.4,4.4,12.9,0.6,4.9,0.42,0.77,0.52,5,127.9,97.9
Josh Giddey,Okc,G,19.5,54,31.5,65.6,22.2,19.5,79,0.709,457,0.492,213,0.263,0.461,0.478,12.5,7.8,12.7,6.4,32.3,0.94,0.37,3.17,10.9,97.8,109.5
Shai Gilgeous-Alexander,Okc,G-F,23.75,56,34.7,72.2,30.8,11.1,405,0.81,755,0.514,297,0.3,0.496,0.557,24.5,5,7.4,5.9,31.1,1.29,0.8,2.75,10.3,111.3,108.7
Anthony Gill,Was,F,29.48,44,10.5,21.9,14.4,12,52,0.808,83,0.578,26,0.538,0.633,0.682,4.1,1.9,10.1,0.6,8.3,0.11,0.25,0.41,6.4,133.3,105.9
Freddie Gillespie,Orl,F,20,9,13.2,27.5,11,16.6,7,0.429,21,0.429,1,0,0.409,0.419,2.3,4,16,0.6,5.9,0.33,1,0.56,5.4,98,98.3
Rudy Gobert,Uta,C,29.79,66,32.1,66.9,16.9,14.5,439,0.69,504,0.718,4,0,0.713,0.732,15.6,14.7,24.9,1.1,5,0.68,2.09,1.8,7.9,138.5,99.6
Brandon Goodwin,Cle,G,26.52,36,13.9,29,18.3,17.8,38,0.632,99,0.455,55,0.345,0.477,0.501,4.8,1.9,7.4,2.5,26,0.69,0.03,1.03,8.2,103.8,104.2
Jordan Goodwin,Was,G,23.47,2,3,6.1,22.6,0,0,0,2,0,1,0,0,0,0,0.5,9.4,0,0,0,0,0,0,,
Aaron Gordon,Den,F,26.57,75,31.7,66,19.7,12.5,230,0.743,574,0.605,260,0.335,0.573,0.602,15,5.8,10.3,2.5,11.6,0.59,0.59,1.77,7.6,115.6,109.9
Eric Gordon,Hou,G,33.29,57,29.3,61,18.6,14.6,135,0.778,263,0.548,301,0.412,0.585,0.614,13.4,2,3.7,2.7,14,0.49,0.32,1.88,5.7,111.4,119.6
Devonte' Graham,Nor,G,27.13,76,28.4,59.3,19.5,10.7,140,0.843,252,0.413,563,0.341,0.481,0.514,11.9,2.3,4.5,4.2,21,0.91,0.16,1.38,6.8,109.4,113.5
Jerami Grant,Det,F,28.08,47,31.9,66.5,25.7,9.5,259,0.838,445,0.465,254,0.358,0.491,0.556,19.2,4.1,6.9,2.4,12.5,0.94,1.04,1.81,7.2,108.9,111.3
Hassani Gravett,Orl,G,25.74,8,21.4,44.6,12.3,18.5,4,0.75,12,0.583,26,0.423,0.618,0.629,6.3,2.6,6.5,2.5,17,0.63,0.13,1.13,6.4,113,109
Danny Green,Phi,G,34.8,62,21.8,45.5,12.3,12.1,14,0.786,49,0.469,271,0.38,0.555,0.561,5.9,2.5,6.5,1,6.5,0.95,0.6,0.73,4.5,106.5,106.7
Draymond Green,Gol,F,32.1,46,28.9,60.2,14.3,31.9,91,0.659,203,0.586,54,0.296,0.556,0.582,7.5,7.3,13.7,7,32.5,1.35,1.09,3.02,10.1,109.5,96.9
Javonte Green,Chi,G-F,28.72,65,23.4,48.7,11.5,7.6,96,0.833,224,0.625,101,0.356,0.597,0.637,7.2,4.2,10.2,0.9,5.3,1,0.49,0.46,5.1,132.8,107.3
Jalen Green,Hou,G,20.17,67,31.9,66.5,23.7,11.3,236,0.797,496,0.502,458,0.343,0.508,0.547,17.3,3.4,5.8,2.6,13.1,0.64,0.27,2.01,6.7,104.8,117.4
JaMychal Green,Den,F-C,31.81,67,16.2,33.8,17.2,13.4,93,0.871,203,0.621,124,0.266,0.537,0.587,6.4,4.2,14.5,0.9,7.6,0.64,0.39,0.85,7.1,115.4,97.9
Jeff Green,Den,F,35.62,75,24.7,51.4,16.3,10.3,198,0.833,361,0.62,168,0.315,0.574,0.627,10.3,3.1,7,1.3,7.3,0.39,0.36,0.95,5.6,119.4,108.7
Josh Green,Dal,G,21.4,67,15.5,32.3,13.9,13.8,45,0.689,178,0.573,78,0.359,0.563,0.578,4.8,2.4,8.7,1.2,11,0.67,0.21,0.66,6.2,115.3,100.3
Blake Griffin,Bro,F,33.07,56,17.1,35.6,16.9,8.2,76,0.724,168,0.565,145,0.262,0.486,0.518,6.4,4.1,13,1.9,15,0.48,0.25,0.55,8.6,115.8,105.2
Quentin Grimes,Nyk,G,21.92,46,17.1,35.6,15.1,10.3,19,0.684,46,0.5,189,0.381,0.557,0.565,6,2,6.4,1,8.5,0.67,0.24,0.61,5.4,111.8,104.6
Kyle Guy,Mia,G,24.67,19,9.8,20.4,20,15.6,12,0.667,25,0.48,40,0.35,0.508,0.526,3.9,0.9,5.2,0.9,13.5,0.37,0.05,0.68,6,99.5,107
Rui Hachimura,Was,F,24.17,42,22.5,46.8,20.9,7.4,66,0.697,258,0.512,123,0.447,0.563,0.579,11.3,3.8,9.4,1.1,7.9,0.55,0.21,0.79,6.4,111.4,112
Tyrese Haliburton,Sac,G,22.11,51,34.4,71.8,18.3,15.4,104,0.837,334,0.491,252,0.413,0.546,0.575,14.3,3.9,6.1,7.4,31.5,1.69,0.67,2.25,8.7,116.8,114.5
Tyrese Haliburton,Ind,G,22.11,26,36.1,75.1,20.3,19.3,86,0.849,184,0.571,137,0.416,0.593,0.633,17.5,4.3,6.6,9.6,38.9,1.85,0.58,3.31,9.9,122.9,114.3
Tyler Hall,Nyk,G,25.05,1,1.9,4,0,,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,
R.J. Hampton,Orl,G,21.17,64,21.9,45.6,18.4,14.6,117,0.641,274,0.405,183,0.35,0.453,0.481,7.6,3,7.3,2.5,16.8,0.66,0.2,1.36,7,94.7,109.3
Tim Hardaway Jr.,Dal,G-F,30.07,42,29.6,61.8,22,5.6,103,0.757,226,0.473,304,0.336,0.491,0.52,14.2,3.7,7,2.2,11.4,0.9,0.14,0.81,6.6,106.8,106.6
James Harden,Bro,G,32.63,44,37,77.1,28.3,19.8,350,0.869,399,0.476,307,0.332,0.486,0.576,22.5,8,11.7,10.2,39.7,1.27,0.7,4.82,13.2,112,108.2
James Harden,Phi,G,32.63,21,37.7,78.6,24.9,16.4,186,0.892,145,0.476,141,0.326,0.483,0.601,21,7,10.4,10.5,41.4,1.29,0.24,3.43,12.3,121.9,106.9
Maurice Harkless,Sac,F-G,28.92,47,18.4,38.3,11.2,13.8,28,0.714,80,0.65,101,0.307,0.544,0.561,4.6,2.4,7,0.5,3.6,0.62,0.51,0.66,3.8,101.2,109.5
Jared Harper,Nor,G,24.57,5,8.6,17.9,29.8,6.7,4,1,14,0.643,12,0.417,0.635,0.666,7.4,0.4,2.6,2.8,64.3,0.8,0.2,0.4,9.4,144.3,103.1
Montrezl Harrell,Was,F-C,28.21,46,24.3,50.6,20.8,9.6,205,0.727,368,0.66,15,0.267,0.65,0.684,14.1,6.7,15.3,2.1,13.9,0.39,0.67,1.09,9.6,135.3,108.5
Montrezl Harrell,Cha,F-C,28.21,25,20.9,43.6,19,9,91,0.692,171,0.649,2,0,0.642,0.669,11.4,4.8,12.2,2,14,0.44,0.48,0.84,9.2,136.3,108.6
Gary Harris,Orl,G,27.57,61,28.4,59.1,16.4,9.3,95,0.874,251,0.494,302,0.384,0.539,0.571,11.1,2,3.7,1.8,9.5,0.97,0.15,1,4.8,110.5,111.9
Joe Harris,Bro,G-F,30.6,14,30.2,62.9,14.5,11.2,6,0.833,36,0.417,88,0.466,0.617,0.624,11.3,4,7.2,1,4.5,0.5,0.14,1.14,4.7,112.2,110.6
Shaquille Harrison,Bro,G,28.51,2,11.3,23.5,15.2,25,0,0,4,0.5,2,0,0.333,0.333,2,2,9.6,1.5,17,0.5,0.5,1,6.4,75.8,101.8
Tobias Harris,Phi,F,29.74,73,34.8,72.6,21.7,9.5,202,0.842,747,0.525,275,0.367,0.532,0.566,17.2,6.8,10.9,3.4,15.9,0.64,0.59,1.59,8.5,112.9,107.6
Isaiah Hartenstein,Lac,C-F,23.93,68,17.9,37.2,18.4,16.5,132,0.689,336,0.64,30,0.467,0.645,0.664,8.3,4.9,14.3,2.4,20.5,0.75,1.13,1.24,10.3,127.9,97
Josh Hart,Nor,G,27.1,41,33.5,69.8,16.7,15.1,154,0.753,256,0.598,130,0.323,0.56,0.604,13.4,7.8,12.8,4.1,17.7,1.1,0.27,1.98,9,118,105.4
Josh Hart,Por,G,27.1,13,32.1,66.8,25.1,13.7,57,0.772,100,0.61,83,0.373,0.587,0.622,19.9,5.4,9.2,4.3,23.1,1.23,0.15,2.54,9.6,116.4,112
Udonis Haslem,Mia,F,41.84,13,6.4,13.3,20,13.4,3,1,27,0.481,4,0.25,0.468,0.495,2.5,1.9,17,0.3,7.4,0.08,0.08,0.38,7,96,89.7
Sam Hauser,Bos,F,24.34,26,6.1,12.6,14.5,3.8,0,0,6,0.667,44,0.432,0.65,0.65,2.5,1.1,10,0.4,9.2,0.04,0.08,0.08,6.8,133.4,107.3
Jaxson Hayes,Nor,C-F,21.88,70,20,41.6,16.5,10.1,188,0.766,341,0.66,58,0.345,0.639,0.679,9.3,4.5,12.5,0.6,4.7,0.49,0.79,0.77,5.9,132.2,104.4
Killian Hayes,Det,G,20.71,66,25,52,15.7,18.4,74,0.77,292,0.452,167,0.263,0.431,0.461,6.9,3.2,6.9,4.2,24.6,1.18,0.53,1.68,7.2,96.9,105.9
Gordon Hayward,Cha,F,32.05,49,31.9,66.5,20.8,10.6,149,0.846,397,0.496,220,0.391,0.528,0.57,15.9,4.6,7.6,3.6,16.1,0.96,0.45,1.65,8,113.3,112.9
Aaron Henry,Phi,F,22.61,6,2.8,5.9,18.5,28.6,0,0,4,0.25,1,0,0.2,0.2,0.3,0.2,3.3,0,0,0,0.33,0.33,0,,
Juancho Hernangomez,Bos,F,26.54,18,5.3,11.1,17,16.2,9,0.667,9,0.222,18,0.167,0.241,0.307,1.1,1.4,14.1,0.2,4,0.22,0.11,0.33,5.1,75.3,101.4
Juancho Hernangomez,San,F,26.54,5,10.1,21.1,8.1,20.5,4,0.75,3,0.667,3,0,0.333,0.451,1.4,3,15.6,0.6,6.9,0.2,0.2,0.4,5.4,106,114.8
Juancho Hernangomez,Uta,F,26.54,17,17.5,36.5,13.2,8.9,21,0.476,25,0.64,48,0.438,0.651,0.638,6.2,3.5,11,0.8,6.5,0.53,0.41,0.47,5.9,128.4,106.9
