NAME,TEAM,POS,AGE,GP,MPG,USG%,TO%,FTA,FT%,2PA,2P%,3PA,3P%,eFG%,TS%,PPG,RPG,APG,SPG,BPG,TPG,P+R,P+A,P+R+A,VI,ORtg,DRtg
Zavier Simpson,Okc,G,25.16,4,43.5,90.7,15.9,15.6,5,1,44,0.409,8,0.125,0.375,0.406,11,5.3,6.2,7.5,25.2,1.25,1,2.5,7,91.4,108.2
Jericho Sims,Nyk,C,23.47,41,13.5,28.2,6.9,23.1,29,0.414,54,0.722,0,0,0.722,0.674,2.2,4.1,16.3,0.5,5.3,0.27,0.54,0.49,4.9,130.7,99.8
Deividas Sirvydis,Det,F-G,21.83,3,8.9,18.5,16.1,0,0,0,3,0,7,0.143,0.15,0.15,1,2,12.2,0.3,5,1,0.33,0,3.8,40.7,93.8
Javonte Smart,Mil,G,22.86,13,12.3,25.6,14.6,16.5,6,0.833,25,0.28,18,0.222,0.302,0.34,2.4,1.5,6.3,1.1,10.9,0.31,0.15,0.69,5.1,77.4,109.3
Javonte Smart,Mia,G,22.86,4,10,20.8,21.2,10.5,0,0,8,0.5,9,0.444,0.588,0.588,5,1.3,7.1,0.5,8.1,0.5,0.25,0.5,5.9,106.9,109.9
Marcus Smart,Bos,G,28.1,71,32.3,67.4,18.3,16.7,179,0.793,357,0.507,360,0.331,0.501,0.541,12.1,3.8,6.3,5.9,25.6,1.72,0.25,2.25,8,110.3,103.2
Dennis Smith Jr.,Por,G,24.38,37,17.3,36,18.2,19,64,0.656,162,0.451,27,0.222,0.434,0.474,5.6,2.4,7.5,3.6,30.5,1.22,0.32,1.38,8.4,101.5,110.4
Ish Smith,Cha,G,33.77,37,13.8,28.8,19.1,15.7,19,0.632,160,0.394,25,0.4,0.422,0.434,4.5,1.5,5.9,2.6,25.9,0.54,0.27,0.97,7.5,95.4,111.9
Ish Smith,Was,G,33.77,28,22,45.8,20.9,14.5,5,0.6,203,0.478,42,0.357,0.488,0.489,8.6,3,7.5,5.2,36.1,1,0.46,1.5,9.3,104.9,109.8
Jalen Smith,Pho,F-C,22.07,29,13.2,27.4,20.5,12.1,52,0.769,98,0.551,39,0.231,0.493,0.547,6,4.8,19.5,0.2,2.1,0.21,0.62,0.76,5.4,113.5,95.5
Jalen Smith,Ind,F-C,22.07,22,24.7,51.4,20.1,7.8,50,0.76,130,0.631,83,0.373,0.603,0.628,13.4,7.7,17.4,0.8,5.1,0.41,1.05,0.91,7.1,124.6,109.7
Xavier Sneed,Mem,F,20,2,3.9,8,10.6,0,0,0,0,0,2,0,0,0,0,1,13.6,0,0,0,0,0,0,,
Xavier Sneed,Uta,F,20,7,4.4,9.2,11.2,0,0,0,2,0.5,6,0.167,0.313,0.313,0.7,0.6,7.1,0.1,4.1,0,0,0,3.2,84.4,116.9
Tony Snell,Por,G,30.42,38,14.4,29.9,8.7,10.1,3,1,22,0.545,75,0.32,0.495,0.503,2.6,1.9,7.2,0.6,5.2,0.21,0.18,0.29,4,103.8,114
Tony Snell,Nor,G,30.42,15,18.4,38.4,12.8,9.7,1,1,21,0.571,53,0.396,0.588,0.591,5.9,2.1,6.4,0.5,4,0.53,0.13,0.53,4,111.6,107.3
Jaden Springer,Phi,G,19.54,2,2.8,5.8,16,50,0,0,1,1,0,0,1,1,1,1,19.9,0,0,0,1,0.5,0,,
Cassius Stanley,Det,G,22.65,9,17.2,35.9,15.6,10.6,10,1,29,0.517,17,0.235,0.457,0.516,5.8,2.1,6.6,0.4,3.9,0.56,0.22,0.67,3.9,101.3,107.4
Nik Stauskas,Mia,G,28.51,2,11.9,24.7,18.3,0,4,0.75,4,0.25,4,0.5,0.5,0.564,5.5,1.5,7.2,0.5,6.1,0,0,0,5.4,127.2,111.7
Nik Stauskas,Bos,G,28.51,6,2.5,5.2,23,12.7,2,0.5,0,0,6,0.333,0.5,0.509,1.2,0,0,0.2,9.4,0,0,0.17,0,,
Lance Stephenson,Atl,F,31.6,6,11.6,24.1,11.2,22.4,2,0.5,10,0.5,3,0,0.385,0.396,1.8,2.5,11.8,1.8,20,0,0,0.67,6.9,91.7,105.5
Lance Stephenson,Ind,F,31.6,40,18.6,38.8,23.7,16.5,78,0.795,223,0.516,87,0.31,0.502,0.542,9.3,2.8,8.4,3.9,31.2,0.6,0.1,1.7,10,107.7,107.2
Lamar Stevens,Cle,F,24.76,63,16.1,33.6,17.1,10.4,75,0.707,254,0.543,65,0.277,0.517,0.544,6.1,2.6,8.9,0.7,6.5,0.49,0.29,0.65,5.5,107.8,102.1
Isaiah Stewart,Det,F-C,20.89,71,25.6,53.3,14.7,13.7,103,0.718,445,0.528,46,0.326,0.524,0.549,8.3,8.7,18.4,1.2,6.9,0.31,1.1,1.2,6.9,114,104.1
Max Strus,Mia,G-F,26.04,68,23.3,48.6,18.1,8.8,53,0.792,122,0.557,442,0.41,0.602,0.614,10.6,3,7.2,1.4,8.8,0.43,0.24,0.84,6.1,116,106
Jalen Suggs,Orl,G,20.86,48,27.2,56.7,25.3,18.7,163,0.773,352,0.443,196,0.214,0.4,0.455,11.8,3.6,6.9,4.4,24.9,1.23,0.4,2.98,8.4,88.2,104.4
Craig Sword,Was,G,28.23,3,6.3,13.2,11.7,20,0,0,3,1,1,0,0.75,0.75,2,0,0,0.3,7.7,1.33,0,0.33,0,115.2,69.4
Keifer Sykes,Ind,G,28.28,32,17.7,36.9,17.4,14.3,17,0.882,100,0.42,90,0.3,0.434,0.456,5.6,1.4,4.4,1.9,14.9,0.38,0.13,1.03,5.6,93.8,113
Jae'Sean Tate,Hou,F,26.45,78,26.4,54.9,19.6,14.6,184,0.707,527,0.569,202,0.312,0.541,0.567,11.8,5.4,11.2,2.8,16.8,0.94,0.53,1.78,8.5,111.7,105.3
Jayson Tatum,Bos,F-G,24.11,76,35.9,74.9,32.1,10.9,469,0.853,913,0.524,651,0.353,0.526,0.578,26.9,8,12.1,4.4,21.1,0.97,0.64,2.86,10.9,113.4,102.5
Terry Taylor,Ind,G,22.55,33,21.6,45.1,15.9,9,51,0.706,181,0.68,38,0.316,0.644,0.659,9.6,5.2,13.4,1.2,8.6,0.42,0.27,0.73,7.2,136.2,112.4
Garrett Temple,Nor,G-F,35.93,59,18.6,38.8,13.9,11.8,41,0.683,110,0.473,185,0.319,0.476,0.494,5.2,2.4,7.2,1.3,9.2,0.73,0.39,0.71,5.4,101.5,108.7
Emanuel Terry,Pho,F,26.64,3,6.1,12.6,23.7,50,0,0,5,0,0,0,0,0,0,5,44.1,0.7,12.1,0.33,0,1.67,0,62.9,79
Tyrell Terry,Mem,G,21.53,2,1.6,3.2,13.2,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,,
Jon Teske,Mem,C,20,3,2.6,5.4,9.9,0,2,0,1,0,0,0,0,0,0,0.7,13.4,0.3,14.2,0.33,0,0,0,,
Daniel Theis,Hou,F-C,30.02,26,22.5,46.8,16.5,13.6,40,0.675,100,0.61,79,0.291,0.534,0.554,8.4,5,12.2,0.8,5.1,0.42,0.65,1.19,5.7,104.6,108.9
Daniel Theis,Bos,F-C,30.02,21,18.7,39,15.8,10.6,32,0.688,84,0.679,28,0.357,0.643,0.658,7.9,4.7,13.6,1,8,0.43,0.71,0.71,7.1,128.8,96.2
Brodric Thomas,Bos,G,25.2,12,5,10.4,19.3,22.9,5,0.6,9,0.667,9,0.222,0.5,0.52,1.8,0.8,9,0.9,26,0.08,0.08,0.5,8.7,101,99
Cam Thomas,Bro,G,20.49,67,17.6,36.6,22.1,9.1,105,0.829,329,0.52,174,0.27,0.48,0.519,8.5,2.4,7.5,1.2,9.7,0.49,0.12,0.82,6.6,102.8,111.7
Isaiah Thomas,Lal,G,33.17,4,25.3,52.6,20.8,10.2,11,0.727,17,0.412,22,0.227,0.372,0.422,9.3,2,4.2,1.5,8.1,0,0.5,1.25,4.8,85.6,108.3
Isaiah Thomas,Dal,G,33.17,1,13.3,27.7,27.1,0,0,0,5,0.6,3,0,0.375,0.375,6,0,0,4,51,0,0,0,0,101.7,118.6
Isaiah Thomas,Cha,G,33.17,17,12.9,26.9,26.5,7.3,15,0.933,62,0.468,58,0.397,0.529,0.557,8.3,1.2,5.1,1.4,17,0.41,0.18,0.59,7.5,110.6,108.8
Matt Thomas,Chi,G,27.69,40,11.5,23.9,14.5,5.3,20,0.8,43,0.465,91,0.385,0.541,0.564,4,1.3,6.1,0.5,5.8,0.2,0.08,0.2,4.8,112.5,114.7
Klay Thompson,Gol,G,32.17,32,29.4,61.3,29.6,6.7,51,0.902,277,0.477,296,0.385,0.529,0.547,20.4,3.9,7.2,2.8,16.1,0.5,0.53,1.34,8.2,107.2,107
Tristan Thompson,Sac,C-F,31.08,30,15.2,31.6,19.5,14.1,60,0.533,150,0.5,1,1,0.507,0.521,6.2,5.4,19.2,0.6,5.9,0.37,0.4,0.97,7.2,109.3,105.2
Tristan Thompson,Ind,C-F,31.08,4,16.4,34.2,20.5,12.7,8,0.375,24,0.542,0,0,0.542,0.527,7.3,4.5,15.3,0.5,4.6,0,0.5,1,6.2,103,109.5
Tristan Thompson,Chi,C-F,31.08,23,16.3,34.1,14.7,9.6,48,0.542,90,0.578,2,0,0.565,0.575,5.7,4.7,16.3,0.6,5.1,0.52,0.3,0.52,6.2,123.4,104.6
JT Thor,Cha,F,19.63,33,7.9,16.5,12,13.6,20,0.6,28,0.607,27,0.259,0.5,0.525,2,1.3,8.7,0.6,9.2,0.24,0.33,0.3,5.9,108.5,107.7
Matisse Thybulle,Phi,G-F,25.1,66,25.5,53.2,9.5,10.9,43,0.791,156,0.673,144,0.313,0.575,0.594,5.7,2.3,5,1.1,6.1,1.74,1.08,0.59,3.8,116.8,104.1
Killian Tillie,Mem,F-C,24.1,36,12.8,26.7,12.8,9.1,8,0.625,41,0.39,86,0.314,0.445,0.452,3.3,1.7,6.8,0.6,5.9,0.64,0.42,0.36,4.7,100.8,100.9
Xavier Tillman,Mem,F,23.24,53,13.2,27.5,16.4,12.1,71,0.648,167,0.527,49,0.204,0.477,0.51,4.8,3,12,1.2,11.6,0.94,0.28,0.64,7.8,111.3,102.1
Isaiah Todd,Was,F,20.48,12,6.2,12.9,19.6,12.3,6,0.333,10,0.3,16,0.25,0.346,0.349,1.7,1,8.9,0.3,7.2,0.33,0.17,0.33,5.2,74.5,111
Obi Toppin,Nyk,F,24.1,72,17.1,35.6,20.8,9.6,124,0.758,304,0.655,169,0.308,0.586,0.614,9,3.7,11.6,1.1,10.9,0.35,0.46,0.78,7.8,120.7,104.8
Juan Toscano-Anderson,Gol,F,29,73,13.6,28.4,14.7,20.4,70,0.571,148,0.588,87,0.322,0.549,0.561,4.1,2.4,9.6,1.7,17.6,0.66,0.23,0.93,7.5,106.3,97.4
Karl-Anthony Towns,Min,C-F,26.4,74,33.5,69.7,27.8,13.7,467,0.822,846,0.582,367,0.409,0.591,0.641,24.6,9.8,15.7,3.6,18,0.97,1.12,3.05,11.4,121.3,102.7
Gary Trent Jr.,Tor,G-F,23.23,70,35,72.9,21.8,5.8,204,0.853,541,0.445,545,0.383,0.511,0.546,18.3,2.7,4.2,2,8.8,1.79,0.26,1.03,5.3,114,109.4
P.J. Tucker,Mia,F,36.93,71,27.9,58.1,11.7,12.7,61,0.738,235,0.54,193,0.415,0.577,0.593,7.6,5.5,11.1,2.1,10.6,0.82,0.21,0.93,6.4,121,103.4
Rayjon Tucker,Den,G,24.55,3,9.8,20.3,5.6,0,4,0.75,0,0,2,0.5,0.75,0.798,2,1.3,7.6,1.3,16.5,0.33,0,0,6.1,188.7,105.3
Rayjon Tucker,Mil,G,24.55,2,20.8,43.3,9.6,10.7,3,0.667,4,0.5,3,1,0.929,0.901,7.5,2,5.1,3,19.3,1.5,0,0.5,6.8,174.5,109.8
Myles Turner,Ind,C-F,26.05,42,29.4,61.2,17.1,10.9,105,0.752,210,0.662,183,0.333,0.587,0.615,12.9,7.1,13.4,1,5.1,0.67,2.81,1.29,6.1,117.7,108.5
Jonas Valanciunas,Nor,C,29.93,74,30.3,63.1,23.8,14.4,289,0.82,780,0.581,158,0.361,0.574,0.617,17.8,11.4,20.8,2.6,14,0.57,0.81,2.42,10.7,118.1,101.4
Denzel Valentine,Cle,G,28.4,22,9.3,19.3,15.6,13.9,0,0,18,0.278,44,0.409,0.516,0.516,2.9,1.7,10.3,0.5,7.6,0.32,0,0.45,5.8,100.2,103.4
Denzel Valentine,Uta,G,28.4,2,9.3,19.3,14.1,33.3,0,0,1,1,3,0.333,0.625,0.625,2.5,2,11.8,0,0,0.5,0,1,0,75.3,92.6
Jarred Vanderbilt,Min,F,23.02,74,25.4,52.9,10.9,14.8,131,0.656,347,0.605,14,0.143,0.59,0.612,6.9,8.4,17.7,1.3,6.7,1.34,0.62,0.99,6.7,127.8,102.6
Fred VanVleet,Tor,G,28.12,65,37.9,78.9,23.7,12.5,222,0.874,455,0.44,642,0.377,0.513,0.552,20.3,4.5,6.4,6.7,26.7,1.71,0.55,2.62,9,114.5,107.9
Devin Vassell,San,G-F,21.63,71,27.3,56.8,18.9,6.7,99,0.838,384,0.492,380,0.361,0.516,0.54,12.3,4.3,8.3,1.9,9.7,1.06,0.59,0.82,6.8,109.4,108.1
Gabe Vincent,Mia,G,25.82,68,23.4,48.7,17.8,15.4,54,0.815,190,0.5,323,0.368,0.533,0.551,8.7,1.9,4.5,3.1,19.4,0.9,0.18,1.44,6.3,107.2,103.1
Nikola Vucevic,Chi,C,31.46,73,33.1,69,24.5,10.1,121,0.76,823,0.537,331,0.314,0.518,0.533,17.6,11,18.7,3.2,15.2,0.97,0.97,1.86,10.3,107.6,105.5
Dean Wade,Cle,F-C,25.39,51,19.2,40,11.1,6.5,30,0.667,75,0.64,142,0.359,0.574,0.584,5.3,2.9,8.5,1,7.3,0.57,0.14,0.31,5.2,122.1,103.6
Franz Wagner,Orl,F,20.62,79,30.7,64.1,21.2,10,219,0.863,705,0.511,270,0.356,0.517,0.559,15.2,4.5,7.7,2.9,15.7,0.86,0.43,1.51,7.6,110.6,110.2
Moritz Wagner,Orl,F-C,24.96,63,15.2,31.7,23,11,129,0.806,195,0.672,201,0.328,0.581,0.623,9,3.7,12.8,1.4,15.4,0.32,0.21,0.89,9.5,118.1,101.2
Ish Wainright,Pho,F,27.58,45,8,16.6,14.7,10.6,12,0.583,45,0.489,59,0.322,0.486,0.494,2.4,1.2,8.1,0.3,5.3,0.44,0.13,0.29,4.8,105,97.5
Lonnie Walker IV,San,G-F,23.32,70,23,48,23.6,8,148,0.784,411,0.487,353,0.314,0.48,0.512,12.1,2.6,5.9,2.2,13.4,0.63,0.27,1.03,7.1,103.1,111.3
Kemba Walker,Nyk,G,31.93,37,25.6,53.4,20.8,10.7,71,0.845,171,0.444,199,0.367,0.501,0.537,11.6,3,6.3,3.5,22.2,0.7,0.19,1.3,7.7,111.8,111
MJ Walker,Pho,G,24.04,2,4.2,8.8,20.5,0,0,0,2,0,2,0,0,0,0,0.5,6.4,0.5,13.1,1,0,0,0,17.5,87
Tyrone Wallace,Nor,G,27.84,6,12.5,26,13.9,8.3,5,0.2,12,0.417,8,0.25,0.4,0.383,2.8,1.3,5.9,0.2,1.8,0.5,0.17,0.33,2.9,74.9,106.4
Derrick Walton Jr.,Det,G,27.03,3,36.1,75.1,15.4,28.4,4,1,13,0.231,13,0.231,0.288,0.342,6.3,3.3,5,7,26.4,2.33,1.33,3.67,5.8,77,109.9
Brad Wanamaker,Ind,G,32.71,22,13.3,27.7,15.3,22,22,0.909,55,0.4,17,0.235,0.389,0.465,3.5,1.6,6.7,2.2,21.4,0.23,0.27,1.05,6.9,97,106.2
Brad Wanamaker,Was,G,32.71,1,27.1,56.5,10.4,0,3,1,5,0.4,0,0,0.4,0.554,7,4,8.2,7,33.8,2,0,0,8.6,147.5,102.6
Duane Washington Jr.,Ind,G,22.05,48,20.2,42,22.6,11.2,61,0.754,212,0.434,215,0.377,0.5,0.521,9.9,1.7,4.8,1.8,13,0.54,0.06,1.19,6.2,101,114.6
P.J. Washington,Cha,F,23.63,65,27.2,56.7,15.6,12.6,81,0.716,231,0.606,301,0.365,0.573,0.588,10.3,5.2,10.1,2.3,11.2,0.88,0.94,1.26,7.3,114.7,108.4
Yuta Watanabe,Tor,G-F,27.49,38,11.7,24.4,16.8,10.9,40,0.6,59,0.492,79,0.342,0.504,0.524,4.3,2.4,11.2,0.6,6.6,0.29,0.42,0.5,6.3,106.4,104.8
Lindy Waters III,Okc,F,24.7,25,18.6,38.8,17.5,5.8,5,0.8,29,0.621,146,0.363,0.557,0.562,8,2.9,8.1,1,8.1,0.76,0.32,0.44,6.1,110.5,108.6
Tremont Waters,Tor,G,24.25,2,20.9,43.5,16.4,25,0,0,3,0.333,9,0.222,0.333,0.333,4,2,5.2,3.5,21.8,2,0,2,5.8,73.6,107
Tremont Waters,Was,G,24.25,1,8.5,17.7,10.5,0,0,0,2,0.5,0,0,0.5,0.5,2,0,0,0,0,1,0,0,0,99.5,90.1
Trendon Watford,Por,F,21.42,48,18.1,37.7,17.6,12.5,94,0.755,229,0.581,38,0.237,0.549,0.59,7.6,4.1,12.5,1.7,14.6,0.54,0.58,0.92,8.3,118.7,105.4
Paul Watson,Okc,G,27.28,9,17.4,36.2,11,10,2,0.5,9,0.667,26,0.231,0.429,0.432,3.4,3,8.9,0.9,7.2,0.33,0.33,0.44,4.8,91.3,109.9
Quinndary Weatherspoon,Gol,G,25.58,11,6.7,13.9,15.6,11.5,5,1,16,0.688,5,0.2,0.595,0.647,2.7,1.3,10.3,0.5,10,0.09,0.09,0.27,7.2,123.1,89.2
Russell Westbrook,Lal,G,33.41,78,34.3,71.5,27.4,17.3,399,0.667,968,0.485,265,0.298,0.476,0.512,18.5,7.4,11.6,7.1,31.6,0.95,0.26,3.77,11.6,101.9,107.1
Coby White,Chi,G,22.15,61,27.5,57.2,19.8,9.3,91,0.857,291,0.491,353,0.385,0.539,0.564,12.7,3,6.1,2.9,15,0.48,0.18,1.15,7,111.4,110.1
Derrick White,San,G,27.78,49,30.3,63.2,20.7,12,160,0.869,312,0.519,258,0.314,0.497,0.551,14.4,3.5,6.1,5.6,25.2,1,0.86,1.78,8.7,113.7,109
Derrick White,Bos,G,27.78,26,27.4,57.1,18.2,10.5,75,0.853,119,0.504,111,0.306,0.483,0.544,11,3.3,6.6,3.5,18.2,0.54,0.62,1.19,7.3,114.9,104.1
Hassan Whiteside,Uta,C,32.83,65,17.9,37.3,17.1,11.6,167,0.623,330,0.652,0,0,0.652,0.662,8.2,7.6,23.2,0.4,3.4,0.34,1.58,0.82,6.5,133,93.6
Joe Wieskamp,San,G-F,22.63,29,7.1,14.7,13.1,3.1,13,0.538,13,0.462,43,0.326,0.482,0.494,2.1,0.5,3.6,0.3,5.5,0.14,0.1,0.07,3.8,106.8,112.5
Aaron Wiggins,Okc,G-F,23.27,50,24.2,50.4,15.3,12.6,85,0.729,199,0.573,138,0.304,0.525,0.556,8.3,3.6,7.6,1.4,8.5,0.6,0.2,1.08,5.7,107.9,109.6
Andrew Wiggins,Gol,F,27.13,73,31.9,66.5,23.1,9,235,0.634,620,0.513,399,0.393,0.543,0.56,17.2,4.4,7.5,2.2,10.8,1.05,0.7,1.52,6.9,109.3,105.2
Lindell Wigginton,Mil,G,24.04,19,10.5,21.8,18.9,13.6,35,0.543,35,0.486,26,0.346,0.5,0.524,4.2,1.3,6.7,1.2,15.7,0.32,0.05,0.63,7.1,104.5,106.7
Robert Williams III,Bos,C-F,24.48,61,29.6,61.6,11.5,13.4,90,0.722,367,0.738,1,0,0.736,0.745,10,9.6,17.6,2,9.7,0.92,2.2,1.03,7.8,149.8,100.7
Brandon Williams,Por,G,22.38,24,26.7,55.5,25.9,15.2,97,0.701,176,0.42,106,0.292,0.427,0.476,12.9,3.1,6.3,3.9,23.1,1,0.42,2.42,8.1,96,113.2
Grant Williams,Bos,F,23.36,77,24.4,50.7,12.6,11.6,95,0.905,174,0.569,258,0.411,0.597,0.635,7.8,3.6,7.9,1,5.8,0.49,0.74,0.81,5,122.1,101.4
Kenrich Williams,Okc,G-F,27.36,49,21.9,45.6,15.6,11.9,55,0.545,196,0.536,121,0.339,0.525,0.532,7.4,4.5,10.5,2.2,15.3,0.9,0.2,0.94,7.6,111.7,107.9
Lou Williams,Atl,G,35.46,56,14.3,29.7,21.7,10.8,78,0.859,218,0.404,102,0.363,0.448,0.5,6.3,1.6,6,1.9,18.6,0.5,0.05,0.77,7.5,104.9,112.5
Patrick Williams,Chi,F,20.63,17,24.8,51.8,14.2,11.8,41,0.732,73,0.534,29,0.517,0.603,0.637,9,4.1,9.2,0.9,4.8,0.53,0.53,0.94,5.2,120.7,110.9
Ziaire Williams,Mem,F,20.58,62,21.7,45.2,14.9,8.4,55,0.782,182,0.632,242,0.314,0.54,0.559,8.1,2.1,5,1,6.3,0.58,0.18,0.66,4.7,112.9,107.1
D.J. Wilson,Tor,F,26.14,4,13.5,28.2,16.9,9.3,10,0.8,13,0.846,2,0,0.733,0.773,7.5,4,16,1.3,14.5,1.25,0.25,0.5,10,148.9,94.3
Dylan Windler,Cle,G-F,25.55,50,9.2,19.1,11.7,13.1,18,0.833,28,0.571,70,0.3,0.485,0.519,2.2,1.8,10.7,0.7,9.9,0.28,0.06,0.32,6.1,110.6,101.4
Justise Winslow,Lac,F-G,26.04,37,13,27,17.9,18.5,41,0.61,112,0.518,29,0.172,0.465,0.49,4.2,3.6,14.4,1.4,15.5,0.57,0.49,0.97,8.5,98.6,100.3
Justise Winslow,Por,F-G,26.04,11,26.8,55.9,20.4,8.6,25,0.56,79,0.468,37,0.27,0.448,0.465,10.7,6.3,12.8,2.9,16.9,1.27,0.64,1.09,8.7,103.5,111.4
Cassius Winston,Was,G,24.12,7,5.6,11.6,18,19,4,1,5,0.4,6,0.333,0.455,0.549,2,0.1,1.4,1,24.4,0,0,0.43,4.2,106.9,97.3
Robert Woodard II,Sac,F,22.55,12,3.5,7.3,18.2,5.6,2,1,12,0.083,4,0.25,0.156,0.207,0.6,0.9,14.1,0.3,9,0.08,0.08,0.08,6.2,,
Christian Wood,Hou,F,26.54,68,30.8,64.1,23.3,11,332,0.623,542,0.57,336,0.39,0.576,0.595,17.9,10.1,18,2.3,12.2,0.78,0.97,1.85,9.7,114.1,108.1
McKinley Wright IV,Min,G,23.46,5,3.8,7.9,8.8,25,0,0,1,1,2,0.5,0.833,0.833,1,0,0,0.6,21,0,0,0.2,0,,
Delon Wright,Atl,G,29.96,77,18.9,39.3,10.3,13.2,63,0.857,153,0.51,116,0.379,0.535,0.576,4.4,2.9,8.3,2.4,16.6,1.21,0.25,0.58,6.6,126.2,112.3
Moses Wright,Lac,F,23.3,1,1.5,3.1,0,,0,0,0,0,0,0,,,0,0,0,1,80.3,0,0,0,0,,
Moses Wright,Dal,F,23.3,3,4.4,9.2,18,0,3,1,3,0.333,1,0,0.25,0.47,1.7,1,12.5,0.3,10.2,0,0.33,0,7.3,121.6,114.1
Gabe York,Ind,G,20,2,10.7,22.2,20.5,9.8,5,0.6,1,1,6,0.167,0.357,0.435,4,1,5.2,2,24.7,1,0.5,0.5,7.5,101.2,96.6
Thaddeus Young,San,F,33.8,26,14.2,29.7,19.1,17.9,22,0.455,123,0.602,5,0,0.578,0.574,6.1,3.6,13.2,2.3,22.9,0.88,0.27,1.15,10.4,113.8,103.4
Thaddeus Young,Tor,F,33.8,26,18.3,38.1,16,12.4,27,0.481,101,0.495,43,0.395,0.524,0.526,6.3,4.4,13,1.7,13.6,1.19,0.42,0.85,7.9,112.8,102
Trae Young,Atl,G,23.56,76,34.9,72.7,34.4,14.5,553,0.904,933,0.512,611,0.381,0.536,0.603,28.4,3.7,5.9,9.7,46.8,0.96,0.09,3.99,11.5,119.5,114.3
Omer Yurtseven,Mia,C,23.81,56,12.6,26.3,19.8,13,61,0.623,236,0.547,11,0.091,0.528,0.546,5.3,5.3,23.6,0.9,11,0.3,0.36,0.73,9.3,113.3,94.7
Cody Zeller,Por,F-C,29.51,27,13.1,27.4,16,14.6,49,0.776,86,0.593,4,0,0.567,0.627,5.2,4.6,19.3,0.8,9.4,0.3,0.22,0.7,8.2,128.3,101.8
Ivica Zubac,Lac,C,25.07,76,24.4,50.8,16.8,16,227,0.727,495,0.626,0,0,0.626,0.66,10.3,8.5,18.2,1.6,9.8,0.47,1.01,1.49,8.5,127.6,99.6
